	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000312851_2	ABC transporter substrate-binding protein	323	20	0.0	88.53	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000596519_2	hypothetical protein EHM89_18270	155	20	2.05234E-97	89.85	2	C:GO:0016021; F:GO:0030246	C:integral component of membrane; F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000286337_3	transaldolase	360	20	0.0	89.06	4	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	F:sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity; C:cytoplasm; P:carbohydrate metabolic process; P:pentose-phosphate shunt	EC:2.2.1.2	Transaldolase			
true	[BLASTED]	plot30_0000574756_2	gluconolactonase	339	20	0.0	86.51								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000337294_1	2-pyrone-4,6-dicarboxylate hydrolase	318	20	0.0	84.52	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED]	plot1_0000313894_4	D-xylose ABC transporter substrate-binding protein	142	20	4.09275E-57	73.45	2	P:GO:0015753; F:GO:0048029	P:D-xylose transmembrane transport; F:monosaccharide binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000040083_5	N-acyl homoserine lactonase family protein	292	20	1.8022E-172	73.67	1	C:GO:0016020	C:membrane					
true	[BLASTED]	plot30_0000439729_4	lectin	221	20	7.38351E-136	86.39								
true	[BLASTED]	plot36_0000287708_3	lectin	221	20	2.19545E-118	85.5								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000119397_5	cytochrome P460	200	20	5.95275E-100	80.96	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	plot1_0000217105_4	amino acid ABC transporter substrate-binding protein	300	20	2.35704E-176	84.57								
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000207926_2	cytochrome P460	200	20	1.35589E-100	80.27	1	C:GO:0016021	C:integral component of membrane					
true	[NO-BLAST]	plot30_0000239545_1	---NA---	158											
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000088145_2	carboxymethylenebutenolidase	303	20	7.36521E-173	81.75	1	F:GO:0008806	F:carboxymethylenebutenolidase activity	EC:3.1.1.45; EC:3.1.1.1	Carboxymethylenebutenolidase; Carboxylesterase			
true	[BLASTED, MAPPED]	plot30_0000199868_1	gluconolactonase	303	20	0.0	79.42	2	F:GO:0004341; F:GO:0016787	F:gluconolactonase activity; F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000719529_1	lectin	195	20	4.62417E-127	84.63	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000015153_2	lectin	224	20	1.85114E-88	73.27	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED]	plot1_0000233224_1	autoinducer 2 ABC transporter substrate-binding protein	282	20	8.25603E-99	71.14	1	C:GO:0043190	C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000090093_4	phosphate ABC transporter substrate-binding protein PstS	348	20	0.0	87.25	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED]	plot30_0000004771_11	VOC family protein	261	20	2.04093E-99	67.03	2	F:GO:0051213; P:GO:0055114	F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000126624_2	2-keto-4-pentenoate hydratase	261	20	1.53777E-149	73.95	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000111292_3	fructose bisphosphate aldolase	240	20	6.29582E-147	89.42	2	F:GO:0004332; P:GO:0006096	F:fructose-bisphosphate aldolase activity; P:glycolytic process	EC:4.1.2.13	Fructose-bisphosphate aldolase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000384818_2	Cytochrome P460	211	20	6.62064E-96	80.85	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	plot1_0000019579_11	ABC transporter permease	401	20	0.0	84.02								
true	[BLASTED]	plot30_0000092385_4	hypothetical protein DME00_32515	95	20	1.89929E-53	89.03								
true	[BLASTED]	plot1_0000298417_1	hypothetical protein DME00_32515	95	20	6.07963E-53	88.4								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000000231_41	SMP-30/gluconolactonase/LRE family protein	227	20	9.76125E-120	77.14	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED]	plot30_0000234168_3	cupin	132	20	1.07206E-71	82.2	2	F:GO:0051213; P:GO:0055114	F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000112844_4	cyclase	330	20	0.0	90.12	3	F:GO:0004061; C:GO:0016021; P:GO:0019441	F:arylformamidase activity; C:integral component of membrane; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000117332_1	amidohydrolase	499	20	0.0	89.32	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000064404_3	mycofactocin system GMC family oxidoreductase MftG	515	20	0.0	85.59	3	F:GO:0016614; F:GO:0050660; P:GO:0055114	F:oxidoreductase activity, acting on CH-OH group of donors; F:flavin adenine dinucleotide binding; P:oxidation-reduction process					
true	[BLASTED]	plot30_0000228257_6	SDR family oxidoreductase	251	20	2.27271E-153	91.96								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000196334_3	branched-chain amino acid ABC transporter substrate-binding protein	370	20	0.0	84.16	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED]	plot30_0000242443_2	sugar ABC transporter substrate-binding protein	341	20	4.81578E-143	73.23								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000071508_6	lectin	230	20	6.25807E-134	80.35	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED]	plot30_0000442177_4	Enamine deaminase RidA	230	20	2.12931E-136	83.26								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000480959_1	hydrolase	320	20	1.9687E-178	84.55	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot30_0000173927_3	cupin domain-containing protein	127	20	4.63382E-72	56.79								
true	[BLASTED, MAPPED]	plot6_0000189941_1	MBL fold metallo-hydrolase	323	20	9.50764E-123	70.47	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED]	plot6_0000074982_1	DUF937 domain-containing protein	421	20	0.0	56.01	5	F:GO:0004427; C:GO:0009279; C:GO:0016020; C:GO:0016021; F:GO:0016787	F:inorganic diphosphatase activity; C:cell outer membrane; C:membrane; C:integral component of membrane; F:hydrolase activity					
true	[BLASTED, MAPPED]	plot30_0000044803_4	branched-chain amino acid ABC transporter substrate-binding protein	376	20	5.74006E-164	76.65	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000070416_3	hypothetical protein DME01_04800	339	20	0.0	92.24	3	F:GO:0004061; C:GO:0016021; P:GO:0019441	F:arylformamidase activity; C:integral component of membrane; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED, MAPPED]	plot30_0000507281_1	hypothetical protein	204	20	3.62124E-57	63.38	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	plot1_0000004004_22	lectin	220	20	2.02812E-132	88.71								
true	[BLASTED, MAPPED]	plot30_0000226667_2	C-type lectin-like	220	20	6.8603E-113	76.44	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000029321_7	ABC transporter substrate-binding protein	387	20	0.0	83.23	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED]	plot6_0000029707_5	heme-binding protein	167	20	1.57355E-74	75.56								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000012783_4	MBL fold metallo-hydrolase	321	20	0.0	75.24	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000248492_1	PQQ-dependent dehydrogenase, methanol/ethanol family	597	20	0.0	87.64	7	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; P:GO:0055114	F:calcium ion binding; C:membrane; C:outer membrane-bounded periplasmic space; F:methanol ferricytochrome-c oxidoreductase activity; F:ethanol cytochrome-c oxidoreductase activity; F:2-chloroethanol cytochrome-c oxidoreductase activity; P:oxidation-reduction process	EC:1.1.2.7	Methanol dehydrogenase (cytochrome c)			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000167090_5	branched-chain amino acid ABC transporter substrate-binding protein	199	20	1.96883E-107	81.76	2	P:GO:0006865; C:GO:0016021	P:amino acid transport; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000494948_1	branched-chain amino acid ABC transporter substrate-binding protein	345	20	0.0	81.27	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000714890_1	extracellular solute-binding protein	491	20	0.0	91.54	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED]	plot36_0000369431_2	acyl-CoA dehydrogenase	284	20	1.13447E-175	64.0	1	F:GO:0016829	F:lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000063800_2	alcohol dehydrogenase (cytochrome c)	600	20	0.0	75.47	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000051184_2	DUF1348 family protein	154	20	2.17621E-98	94.81	1	C:GO:0005840	C:ribosome					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000414466_1	PQQ-dependent dehydrogenase, methanol/ethanol family	340	20	0.0	84.45	6	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052935; F:GO:0052936; P:GO:0055114	F:calcium ion binding; C:membrane; C:outer membrane-bounded periplasmic space; F:ethanol:cytochrome c oxidoreductase activity; F:2-chloroethanol:cytochrome c oxidoreductase activity; P:oxidation-reduction process	EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c)			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000194270_3	glucose 1-dehydrogenase	255	20	6.03338E-162	90.04	5	F:GO:0004316; F:GO:0047936; P:GO:0055114; F:GO:0102131; F:GO:0102132	F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity; F:glucose 1-dehydrogenase [NAD(P)] activity; P:oxidation-reduction process; F:3-oxo-glutaryl-[acp] methyl ester reductase activity; F:3-oxo-pimeloyl-[acp] methyl ester reductase activity	EC:2.3.1.85; EC:1.1.1.47; EC:1.1.1.100; EC:1.1.99.10	Fatty-acid synthase; Glucose 1-dehydrogenase (NAD(P)(+)); 3-oxoacyl-[acyl-carrier-protein] reductase; Acting on the CH-OH group of donors			
true	[BLASTED, MAPPED]	plot30_0000181136_5	hypothetical protein DMG70_17510	582	20	0.0	71.03	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED]	plot1_0000571615_4	C-type lectin-like	101	20	5.24923E-36	72.47	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000107497_1	fumarylacetoacetate hydrolase	210	20	2.97545E-116	82.29	2	F:GO:0016787; F:GO:0050385	F:hydrolase activity; F:ureidoglycolate lyase activity	EC:4.3.2.3	Ureidoglycolate lyase			
true	[BLASTED]	plot30_0000029279_4	ABC-type phosphate transport system, substrate-binding protein	359	20	5.29687E-106	66.89								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000100697_3	alpha/beta hydrolase	290	20	4.236E-161	78.42	2	F:GO:0016740; F:GO:0016787	F:transferase activity; F:hydrolase activity					
true	[BLASTED, MAPPED]	plot30_0000392116_2	hypothetical protein DLM66_11060	439	20	0.0	60.71	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	plot36_0000211226_3	amino acid ABC transporter substrate-binding protein	322	20	3.19664E-174	85.61								
true	[BLASTED]	plot1_0000036036_4	heme-binding protein	165	20	1.47635E-83	79.46								
true	[BLASTED]	plot30_0000281997_1	heme-binding protein	165	20	7.08344E-84	79.48								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000309698_4	TRAP transporter substrate-binding protein	338	20	8.279E-174	83.37	2	C:GO:0030288; P:GO:0055085	C:outer membrane-bounded periplasmic space; P:transmembrane transport					
true	[BLASTED]	plot30_0000208214_3	phage tail protein	173	20	1.87007E-110	76.03								
true	[BLASTED, MAPPED]	plot30_0000152776_5	hypothetical protein DLM66_11060	362	20	0.0	60.38	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	plot1_0000052440_6	TMAO reductase system periplasmic protein TorT	362	20	9.51022E-178	79.85								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000016625_5	branched-chain amino acid ABC transporter substrate-binding protein	402	20	0.0	80.25	2	P:GO:0006865; C:GO:0016020	P:amino acid transport; C:membrane					
true	[BLASTED]	plot36_0000076896_2	MBL fold metallo-hydrolase	514	20	0.0	70.13								
true	[BLASTED]	plot36_0000054909_3	DUF4331 domain-containing protein	325	20	1.16283E-164	67.78								
true	[BLASTED, MAPPED]	plot1_0000574681_2	ABC transporter substrate-binding protein	501	20	0.0	62.84	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000000927_37	glyoxalase	152	20	9.39097E-91	82.96	2	F:GO:0051213; P:GO:0055114	F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED]	plot1_0000197623_4	DUF1080 domain-containing protein	200	20	1.71302E-81	72.2								
true	[BLASTED]	plot30_0000330487_6	gluconolactonase	88	20	2.86806E-43	89.0								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000193256_1	alcohol dehydrogenase (cytochrome c)	584	20	0.0	73.75	1	F:GO:0052934	F:alcohol dehydrogenase (cytochrome c) activity	EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c)			
true	[BLASTED]	plot6_0000029850_4	DUF1259 domain-containing protein	296	20	3.95617E-143	79.18								
true	[BLASTED]	plot30_0000060703_3	hypothetical protein C2W62_07170	112	20	2.08608E-44	71.19								
true	[NO-BLAST]	plot36_0000323477_1	---NA---	24											
true	[BLASTED]	plot1_0000585869_2	ABC transporter substrate-binding protein	400	20	0.0	85.75								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000064404_4	hypothetical protein DME00_07290	483	20	0.0	82.02	1	F:GO:0016810	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds					
true	[BLASTED]	plot30_0000459487_2	branched-chain amino acid ABC transporter substrate-binding protein	387	20	0.0	77.41								
true	[BLASTED]	plot6_0000129888_2	ribose ABC transporter substrate-binding protein	355	20	0.0	87.35								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000097630_5	acetoacetate decarboxylase	339	20	1.50917E-123	57.27	1	F:GO:0016829	F:lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000122805_1	xanthine dehydrogenase family protein subunit M	331	20	8.98832E-169	78.62	3	F:GO:0016491; P:GO:0055114; F:GO:0071949	F:oxidoreductase activity; P:oxidation-reduction process; F:FAD binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000200072_5	PQQ-dependent dehydrogenase, methanol/ethanol family	323	20	1.4031E-176	82.75	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000200072_2	PQQ-dependent dehydrogenase, methanol/ethanol family	601	20	0.0	93.78	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED]	plot30_0000535138_1	heme-binding protein	171	20	1.68763E-74	72.69								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000076986_6	Predicted metal-dependent hydrolase, TIM-barrel fold	278	20	1.11177E-139	80.91	2	F:GO:0016787; F:GO:0016831	F:hydrolase activity; F:carboxy-lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000649336_2	Glucose/arabinose dehydrogenase, beta-propeller fold	468	20	0.0	70.03	1	C:GO:0016020	C:membrane					
true	[BLASTED]	plot30_0000014653_12	extracellular solute-binding protein	452	20	0.0	54.42								
true	[BLASTED]	plot1_0000003812_17	gluconolactonase	337	20	0.0	87.51								
true	[BLASTED, MAPPED]	plot1_0000031625_7	cholesterol esterase	222	20	2.40003E-33	51.55	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000203947_2	MBL fold metallo-hydrolase	321	20	0.0	76.92	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot30_0000424387_1	periplasmic binding family protein	396	20	2.55228E-58	56.78								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000356522_1	CubicO group peptidase, beta-lactamase class C family	388	20	0.0	86.47	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot30_0000084835_4	phage tail protein	174	20	4.96213E-86	78.15								
true	[BLASTED]	plot30_0000390256_3	microcystin dependent protein	174	20	2.47455E-96	75.26								
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000154944_3	fumarylacetoacetate hydrolase	249	20	3.17415E-150	81.25	2	F:GO:0016787; F:GO:0016853	F:hydrolase activity; F:isomerase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000228124_2	cyclase family protein	316	20	1.07772E-178	78.61	2	F:GO:0004061; P:GO:0019441	F:arylformamidase activity; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000168555_5	cytochrome P460	209	20	6.39171E-97	80.31	1	C:GO:0016020	C:membrane					
true	[BLASTED]	plot6_0000049243_6	SMP-30/gluconolactonase/LRE family protein	343	20	0.0	89.06								
true	[BLASTED]	plot30_0000172668_2	cupin domain-containing protein	67	20	2.34197E-31	90.13								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000126062_4	sorbosone dehydrogenase	402	20	0.0	88.2	4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED]	plot6_0000148990_3	SMP-30/gluconolactonase/LRE family protein	303	20	0.0	75.48								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000108392_1	antibiotic biosynthesis monooxygenase	110	20	2.53247E-56	84.89	2	F:GO:0004497; P:GO:0055114	F:monooxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000019776_3	antibiotic biosynthesis monooxygenase	110	20	8.72269E-58	83.15	2	F:GO:0004497; P:GO:0055114	F:monooxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000008161_8	ABC transporter substrate-binding protein	652	20	0.0	78.47	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED]	plot6_0000186742_3	hypothetical protein	102	6	3.35306E-9	51.0	3	F:GO:0003824; P:GO:0006807; F:GO:0046914	F:catalytic activity; P:nitrogen compound metabolic process; F:transition metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000122292_1	lectin	204	20	6.03018E-103	83.59	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED]	plot1_0000322068_1	hypothetical protein DME76_15860	290	4	1.40261E-83	54.06	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000081142_2	ABC transporter substrate-binding protein	419	20	0.0	79.55	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED]	plot30_0000536271_1	phage tail protein	137	20	4.28374E-76	83.81								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000511576_4	lectin	129	20	5.95912E-79	84.51	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED]	plot1_0000497521_3	hypothetical protein DMG16_25470	172	20	8.13358E-46	65.87								
true	[BLASTED]	plot6_0000131851_1	sugar ABC transporter substrate-binding protein	242	20	2.25788E-113	80.47								
true	[BLASTED]	plot6_0000019715_6	hypothetical protein	398	20	0.0	76.66								
