	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	PYN35368.1	carbon monoxide dehydrogenase	158	20	9.80157E-116	95.75	4	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051536	F:electron transfer activity; P:electron transport chain; F:metal ion binding; F:iron-sulfur cluster binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYN34001.1	bifunctional nicotinamidase/pyrazinamidase	246	20	0.0	89.74	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN33441.1	amidohydrolase	485	20	0.0	91.97	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN32800.1	hypothetical protein DME01_20590	346	20	0.0	91.45	2	F:GO:0004061; P:GO:0019441	F:arylformamidase activity; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED, MAPPED, ANNOTATED]	PYN32108.1	ABC transporter substrate-binding protein	502	20	0.0	74.35	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYN31891.1	amidohydrolase	364	20	0.0	88.55	2	F:GO:0016787; F:GO:0016831	F:hydrolase activity; F:carboxy-lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN31327.1	amidohydrolase	267	20	0.0	90.5	2	F:GO:0016787; F:GO:0016831	F:hydrolase activity; F:carboxy-lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN31118.1	ABC transporter substrate-binding protein	538	20	0.0	89.83	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYN30889.1	amidohydrolase	284	20	0.0	90.32	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN30751.1	arylsulfatase	531	20	0.0	88.29	1	F:GO:0008484	F:sulfuric ester hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN29377.1	dienelactone hydrolase	224	20	1.28046E-163	91.14	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN29376.1	amidohydrolase	500	20	0.0	90.58	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN29070.1	sorbosone dehydrogenase	401	20	0.0	90.41	4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYN26139.1	aldehyde dehydrogenase	733	20	0.0	88.0	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	PYN25909.1	aldehyde dehydrogenase	726	20	0.0	92.32	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	PYN24467.1	branched chain amino acid ABC transporter substrate-binding protein	398	20	0.0	90.92	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYN24460.1	fructose bisphosphate aldolase	297	20	0.0	91.38	2	F:GO:0004332; P:GO:0006096	F:fructose-bisphosphate aldolase activity; P:glycolytic process	EC:4.1.2.13	Fructose-bisphosphate aldolase			
true	[BLASTED, MAPPED, ANNOTATED]	PYN23910.1	alpha/beta hydrolase	251	20	0.0	85.96	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN23740.1	amidohydrolase	500	20	0.0	93.02	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN22965.1	carbohydrate ABC transporter substrate-binding protein	454	20	0.0	81.39	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYN22840.1	hypothetical protein DMD99_15685	236	20	2.69994E-173	79.73	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYN22143.1	amidohydrolase	277	20	0.0	94.23	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN20226.1	carboxymethylenebutenolidase	223	20	1.23626E-164	84.71	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN18916.1	amino acid ABC transporter substrate-binding protein	285	20	0.0	92.86	3	F:GO:0004970; C:GO:0016020; P:GO:0035235	F:ionotropic glutamate receptor activity; C:membrane; P:ionotropic glutamate receptor signaling pathway					
true	[BLASTED, MAPPED, ANNOTATED]	PYN18430.1	cupin domain-containing protein	142	20	7.48286E-99	92.09	2	F:GO:0051213; P:GO:0055114	F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	PYN14663.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A	335	20	0.0	89.19	3	F:GO:0004040; F:GO:0016740; F:GO:0043864	F:amidase activity; F:transferase activity; F:indoleacetamide hydrolase activity	EC:3.5.1.4	Amidase			
true	[BLASTED, MAPPED, ANNOTATED]	PYN14432.1	cyclase family protein	329	20	0.0	76.66	2	F:GO:0004061; P:GO:0019441	F:arylformamidase activity; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED, MAPPED, ANNOTATED]	PYN13362.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A	557	20	0.0	86.07	3	F:GO:0004040; F:GO:0016740; F:GO:0043864	F:amidase activity; F:transferase activity; F:indoleacetamide hydrolase activity	EC:3.5.1.4	Amidase			
true	[BLASTED, MAPPED, ANNOTATED]	PYN12575.1	amidohydrolase	270	20	0.0	90.55	2	F:GO:0016787; F:GO:0016831	F:hydrolase activity; F:carboxy-lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN10725.1	cytochrome c class I	147	20	9.16759E-98	85.0	5	F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; C:integral component of membrane; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYN09525.1	dienelactone hydrolase	224	20	1.40836E-165	93.08	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN08366.1	fumarylacetoacetate hydrolase	311	20	0.0	90.72	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN08197.1	amidase	475	20	0.0	81.59	2	F:GO:0004040; F:GO:0016740	F:amidase activity; F:transferase activity	EC:3.5.1.4	Amidase			
true	[BLASTED, MAPPED, ANNOTATED]	PYN07873.1	lipolytic enzyme SBLip2	380	20	0.0	86.47	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN07497.1	CHRD domain-containing protein	116	20	1.33257E-78	75.95	2	P:GO:0006801; F:GO:0046872	P:superoxide metabolic process; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYN07396.1	alpha/beta hydrolase	296	20	0.0	87.02	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN07188.1	carnitine dehydratase	472	20	0.0	94.31	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED]	PYN06771.1	lactonase family protein	381	20	0.0	77.54	2	F:GO:0016787; F:GO:0017057	F:hydrolase activity; F:6-phosphogluconolactonase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN05638.1	ABC transporter substrate-binding protein	589	20	0.0	91.69	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYN05492.1	carboxymethylenebutenolidase	223	20	5.36932E-165	83.96	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN05018.1	ABC transporter substrate-binding protein	390	20	0.0	81.13	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYN04512.1	cupin	135	20	1.94794E-93	85.25	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYN04135.1	hypothetical protein DME07_04310	401	20	0.0	93.49	3	F:GO:0004061; C:GO:0016021; P:GO:0019441	F:arylformamidase activity; C:integral component of membrane; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED, MAPPED, ANNOTATED]	PYN03734.1	aspartate aminotransferase family protein	317	20	0.0	93.36	2	F:GO:0008483; F:GO:0030170	F:transaminase activity; F:pyridoxal phosphate binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYN03464.1	hypothetical protein DME02_23600	392	20	0.0	93.07	3	F:GO:0004061; C:GO:0016021; P:GO:0019441	F:arylformamidase activity; C:integral component of membrane; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED, MAPPED, ANNOTATED]	PYN02734.1	metal-dependent hydrolase	283	20	0.0	87.22	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYN01564.1	hypothetical protein DME07_13200	516	20	0.0	92.04	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM96836.1	2-pyrone-4,6-dicarboxylate hydrolase	317	20	0.0	87.3	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM95040.1	aldehyde dehydrogenase	687	20	0.0	92.21	2	F:GO:0047121; P:GO:0055114	F:isoquinoline 1-oxidoreductase activity; P:oxidation-reduction process	EC:1.3.99.16	Isoquinoline 1-oxidoreductase			
true	[BLASTED, MAPPED, ANNOTATED]	PYM95029.1	alpha/beta hydrolase	301	20	0.0	82.21	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM94000.1	hypothetical protein DME08_18630	812	20	0.0	91.57	2	C:GO:0016021; F:GO:0030246	C:integral component of membrane; F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYM93796.1	hypothetical protein DME04_09605	536	20	0.0	92.02	3	F:GO:0016787; C:GO:0043190; P:GO:0055085	F:hydrolase activity; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM93794.1	hypothetical protein DME04_09595	316	20	0.0	82.49	3	F:GO:0003824; P:GO:0006518; C:GO:0016020	F:catalytic activity; P:peptide metabolic process; C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYM93408.1	hypothetical protein DME04_11255	239	20	1.44467E-174	82.49	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYM93090.1	carboxymethylenebutenolidase	291	20	0.0	79.49	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM92347.1	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase	300	20	0.0	94.02	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM91072.1	metal-dependent hydrolase	342	20	0.0	66.38	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM90470.1	sorbosone dehydrogenase	400	20	0.0	90.7	4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYM89037.1	cyclase family protein	185	20	5.01524E-135	80.65	2	F:GO:0004061; P:GO:0019441	F:arylformamidase activity; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED, MAPPED, ANNOTATED]	PYM88710.1	acetamidase	344	20	0.0	91.35	1	F:GO:0016811	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides					
true	[BLASTED, MAPPED, ANNOTATED]	PYM87778.1	aldo/keto reductase	289	20	0.0	90.3	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	PYM87389.1	cupin	135	20	5.2181E-94	85.62	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYM87381.1	formyl-CoA transferase	267	20	0.0	92.88	1	F:GO:0033608	F:formyl-CoA transferase activity	EC:2.8.3.16	Formyl-CoA transferase			
true	[BLASTED, MAPPED, ANNOTATED]	PYM86631.1	LLM class flavin-dependent oxidoreductase	456	20	0.0	76.27	2	F:GO:0047646; P:GO:0055114	F:alkanal monooxygenase (FMN-linked) activity; P:oxidation-reduction process	EC:1.14.14.3; EC:1.14.14	Bacterial luciferase; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2)			
true	[BLASTED, MAPPED, ANNOTATED]	PYM86548.1	ABC transporter substrate-binding protein	580	20	0.0	82.91	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM85591.1	ABC transporter substrate-binding protein	529	20	0.0	80.71	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM83606.1	hypothetical protein DME13_15345	232	20	2.46893E-166	83.65	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYM82700.1	hypothetical protein DME09_13360	860	20	0.0	86.0	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYM82468.1	amidohydrolase	538	20	0.0	89.78	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM81936.1	ABC transporter substrate-binding protein	428	20	0.0	75.97	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM79398.1	N-acyl homoserine lactonase family protein	300	20	0.0	78.0	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYM78641.1	ABC transporter substrate-binding protein	523	20	0.0	90.57	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM78195.1	acryloyl-CoA reductase	440	20	0.0	86.09	3	F:GO:0016491; F:GO:0016740; P:GO:0055114	F:oxidoreductase activity; F:transferase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	PYM78010.1	hypothetical protein DME03_01930	744	20	0.0	92.43	2	C:GO:0016021; F:GO:0030246	C:integral component of membrane; F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYM77352.1	cyclopentanol dehydrogenase	252	20	0.0	93.63	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	PYM77316.1	hypothetical protein DME03_05485	551	20	0.0	93.08	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM77136.1	amidase	469	20	0.0	88.19	1	F:GO:0004040	F:amidase activity	EC:3.5.1.4	Amidase			
true	[BLASTED, MAPPED, ANNOTATED]	PYM76784.1	carboxymethylenebutenolidase	238	20	2.24851E-178	92.51	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM76516.1	flavocytochrome C	421	20	0.0	86.01	3	F:GO:0016491; F:GO:0050660; P:GO:0055114	F:oxidoreductase activity; F:flavin adenine dinucleotide binding; P:oxidation-reduction process					
true	[BLASTED, MAPPED]	PYM74887.1	branched-chain amino acid ABC transporter substrate-binding protein	541	20	0.0	67.68	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM74011.1	cyclase	318	20	0.0	90.49	2	F:GO:0004061; P:GO:0019441	F:arylformamidase activity; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED, MAPPED, ANNOTATED]	PYM73810.1	putative Leu/Ile/Val-binding protein-like protein 8	494	20	0.0	88.01	2	P:GO:0006865; C:GO:0016021	P:amino acid transport; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYM73671.1	MBL fold metallo-hydrolase	480	20	0.0	79.89	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM73411.1	2-pyrone-4,6-dicarboxylate hydrolase	316	20	0.0	86.44	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM72910.1	ABC transporter substrate-binding protein	561	20	0.0	88.98	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM72823.1	carboxymethylenebutenolidase	349	20	0.0	89.78	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM72774.1	metallophosphoesterase	307	20	0.0	91.02	2	C:GO:0016021; F:GO:0016787	C:integral component of membrane; F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM72766.1	ABC transporter substrate-binding protein	400	20	0.0	94.2	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM72487.1	amidohydrolase	346	20	0.0	87.94	2	F:GO:0016787; F:GO:0016831	F:hydrolase activity; F:carboxy-lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM72386.1	ABC transporter substrate-binding protein	534	20	0.0	83.07	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM72350.1	ABC transporter ATP-binding protein	440	20	0.0	93.35	1	F:GO:0005524	F:ATP binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYM72179.1	alpha/beta hydrolase	284	20	0.0	77.18	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM72091.1	branched chain amino acid ABC transporter substrate-binding protein	397	20	0.0	89.87	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM72010.1	alpha/beta hydrolase	244	20	0.0	91.1	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM71985.1	ABC transporter substrate-binding protein	405	20	0.0	87.07	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM71432.1	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase	309	20	0.0	87.04	1	F:GO:0016853	F:isomerase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM71252.1	ABC transporter substrate-binding protein	496	20	0.0	73.28	2	P:GO:0006865; C:GO:0016021	P:amino acid transport; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYM71126.1	alcohol dehydrogenase	364	20	0.0	91.65	3	F:GO:0008270; F:GO:0016491; P:GO:0055114	F:zinc ion binding; F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	PYM70644.1	amidohydrolase	282	20	0.0	95.59	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM69409.1	amidohydrolase	270	20	0.0	91.63	2	F:GO:0016787; F:GO:0016831	F:hydrolase activity; F:carboxy-lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM69195.1	ABC transporter substrate-binding protein	403	20	0.0	90.78	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM69067.1	carbon monoxide dehydrogenase	286	20	0.0	84.03	3	F:GO:0016491; P:GO:0055114; F:GO:0071949	F:oxidoreductase activity; P:oxidation-reduction process; F:FAD binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYM67569.1	acetamidase	369	20	0.0	82.13	1	F:GO:0016811	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides					
true	[BLASTED, MAPPED]	PYM67258.1	extracellular solute-binding protein	352	20	0.0	79.12	3	P:GO:0015846; F:GO:0019808; C:GO:0042597	P:polyamine transport; F:polyamine binding; C:periplasmic space					
true	[BLASTED, MAPPED, ANNOTATED]	PYM66622.1	branched chain amino acid ABC transporter substrate-binding protein	453	20	0.0	73.5	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM66507.1	amino acid ABC transporter substrate-binding protein	329	20	0.0	70.53	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED]	PYM64469.1	ABC transporter substrate-binding protein	517	20	0.0	63.3	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM64234.1	ABC transporter substrate-binding protein	532	20	0.0	59.75	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	PYM62104.1	dienelactone hydrolase	224	20	5.14115E-165	90.47	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM61793.1	branched-chain amino acid ABC transporter substrate-binding protein	404	20	0.0	77.27	2	P:GO:0006865; C:GO:0016020	P:amino acid transport; C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYM60660.1	3-hydroxyisobutyrate dehydrogenase	316	20	0.0	83.29	4	F:GO:0016491; F:GO:0050661; F:GO:0051287; P:GO:0055114	F:oxidoreductase activity; F:NADP binding; F:NAD binding; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	PYM59748.1	alpha/beta hydrolase	344	20	0.0	87.44	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM59554.1	carbon monoxide dehydrogenase	775	20	0.0	88.66	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED]	PYM58818.1	metal-dependent hydrolase	269	20	0.0	69.66	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM58321.1	dienelactone hydrolase	224	20	1.4422E-164	86.65	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYM55642.1	carbon monoxide dehydrogenase	119	20	6.31651E-84	93.61	4	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051536	F:electron transfer activity; P:electron transport chain; F:metal ion binding; F:iron-sulfur cluster binding					
